Problem,Algorithm,Mean fitness,Std fitness,Best fitness,Worst fitness
Sphere,Tuned FA,140.55319492483582,12.331950233554803,114.05170958619291,165.8909978517978
Sphere,Tuned PSO,61.14992004237547,9.16969087920714,39.636541649491704,77.79128699359832
Sphere,GWO,1.6139006781498288e-19,2.3595071417481227e-19,5.5393517008670314e-21,9.606306704367628e-19
Rastrigin,Tuned FA,345.04406796873155,13.541893839554627,321.32099004331275,375.8818131229847
Rastrigin,Tuned PSO,306.31333615323786,19.292729842557826,269.7329439213875,338.0484262461604
Rastrigin,GWO,0.6047839606490527,1.9185167316038318,0.0,7.462024018429759
Rosenbrock,Tuned FA,141720093.6591608,19560328.226495836,93637680.85770795,172118223.667046
Rosenbrock,Tuned PSO,35579822.46511973,9952411.490708658,18930157.545847934,69355846.71498112
Rosenbrock,GWO,26.86452511430127,0.8012229190175214,25.2116875688903,28.727609207676522
